iteration,model_name,accuracy,precision,recall,f1_score,auc_roc,k_neighbors,distance_metric,prediction_confidence
0,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.3978365384615385,5,euclidean,0.9447368421052631
0,KNN_k5_manhattan,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.42788461538461536,5,manhattan,0.8947368421052632
0,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.40184294871794873,5,euclidean,0.9449431519005876
0,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4411057692307692,11,euclidean,0.9275032187396888
0,KNN_cosine,0.631578947368421,0.561244019138756,0.631578947368421,0.5775830403526263,0.5048076923076923,5,cosine,0.813697587582749
1,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.46314102564102566,5,euclidean,0.981578947368421
1,KNN_k5_manhattan,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5368589743589743,5,manhattan,0.9684210526315788
1,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4623397435897436,5,euclidean,0.9814161064595792
1,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5048076923076923,11,euclidean,0.9796267256747557
1,KNN_cosine,0.6973684210526315,0.6656192720607489,0.6973684210526315,0.6476619355876322,0.5352564102564104,5,cosine,0.8419600999735138
2,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.515625,5,euclidean,0.8999999999999999
2,KNN_k5_manhattan,0.6710526315789473,0.5985174203113417,0.6710526315789473,0.5887005149543328,0.5040064102564101,5,manhattan,0.7999999999999998
2,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5136217948717949,5,euclidean,0.9003072580851244
2,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5016025641025641,11,euclidean,0.8679037251716265
2,KNN_cosine,0.6578947368421053,0.6031897926634769,0.6578947368421053,0.6077556803274388,0.46474358974358976,5,cosine,0.8078203039005842
3,KNN_k5_euclidean,0.6842105263157895,0.6294452347083926,0.6842105263157895,0.5781762097551572,0.5705128205128205,5,euclidean,0.8894736842105262
3,KNN_k5_manhattan,0.6973684210526315,0.6713120830244625,0.6973684210526315,0.6216044737579862,0.5556891025641026,5,manhattan,0.813157894736842
3,KNN_k5_weighted,0.6842105263157895,0.6294452347083926,0.6842105263157895,0.5781762097551572,0.5641025641025641,5,euclidean,0.8885462160176686
3,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5753205128205128,11,euclidean,0.8860099793501143
3,KNN_cosine,0.6842105263157895,0.649671052631579,0.6842105263157895,0.6479128856624319,0.5012019230769231,5,cosine,0.8166498096017227
4,KNN_k5_euclidean,0.6710526315789473,0.5739005046863734,0.6710526315789473,0.5707602339181287,0.514823717948718,5,euclidean,0.8605263157894736
4,KNN_k5_manhattan,0.631578947368421,0.541795665634675,0.631578947368421,0.5640350877192982,0.5088141025641025,5,manhattan,0.7921052631578945
4,KNN_k5_weighted,0.6710526315789473,0.5739005046863734,0.6710526315789473,0.5707602339181287,0.5280448717948718,5,euclidean,0.8610561126317361
4,KNN_adaptive,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.4971955128205129,11,euclidean,0.8378994347856686
4,KNN_cosine,0.6578947368421053,0.6126644736842105,0.6578947368421053,0.6185722928009679,0.4983974358974359,5,cosine,0.8096696966804956
5,KNN_k5_euclidean,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.4110576923076923,5,euclidean,0.863157894736842
5,KNN_k5_manhattan,0.631578947368421,0.541795665634675,0.631578947368421,0.5640350877192982,0.4659455128205128,5,manhattan,0.8157894736842103
5,KNN_k5_weighted,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.41626602564102566,5,euclidean,0.8635604118407612
5,KNN_adaptive,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.4623397435897436,11,euclidean,0.8611020906130165
5,KNN_cosine,0.5921052631578947,0.5290148448043185,0.5921052631578947,0.5509802708887378,0.5416666666666666,5,cosine,0.8028466627380403
6,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5564903846153847,5,euclidean,0.9552631578947368
6,KNN_k5_manhattan,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.6121794871794872,5,manhattan,0.8921052631578945
6,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5428685897435898,5,euclidean,0.9551322230141878
6,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5372596153846153,11,euclidean,0.9555180822953653
6,KNN_cosine,0.6447368421052632,0.5562820093712543,0.6447368421052632,0.5722824790582159,0.5360576923076923,5,cosine,0.83012677912885
7,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5176282051282051,5,euclidean,0.963157894736842
7,KNN_k5_manhattan,0.6973684210526315,0.7901754385964912,0.6973684210526315,0.5855615416493991,0.5592948717948718,5,manhattan,0.913157894736842
7,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5212339743589743,5,euclidean,0.9632753000859098
7,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5120192307692308,11,euclidean,0.9701570924042415
7,KNN_cosine,0.618421052631579,0.5012531328320802,0.618421052631579,0.540599699729195,0.577323717948718,5,cosine,0.8612567087863707
8,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5024038461538461,5,euclidean,0.8999999999999999
8,KNN_k5_manhattan,0.6447368421052632,0.5562820093712543,0.6447368421052632,0.5722824790582159,0.38822115384615385,5,manhattan,0.7631578947368419
8,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5128205128205128,5,euclidean,0.9002982625857329
8,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.41987179487179493,11,euclidean,0.8715833136497254
8,KNN_cosine,0.6973684210526315,0.6663397624496024,0.6973684210526315,0.6356480377162581,0.49599358974358976,5,cosine,0.7872458798549996
9,KNN_k5_euclidean,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.4431089743589744,5,euclidean,0.9447368421052633
9,KNN_k5_manhattan,0.6973684210526315,0.7901754385964912,0.6973684210526315,0.5855615416493991,0.6189903846153847,5,manhattan,0.9157894736842103
9,KNN_k5_weighted,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.44391025641025644,5,euclidean,0.9450296474313011
9,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5024038461538463,11,euclidean,0.9353767526596786
9,KNN_cosine,0.631578947368421,0.5873150618481688,0.631578947368421,0.5992613111726686,0.5196314102564102,5,cosine,0.8171792542932824
10,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.3838141025641026,5,euclidean,0.8710526315789472
10,KNN_k5_manhattan,0.631578947368421,0.541795665634675,0.631578947368421,0.5640350877192982,0.41025641025641024,5,manhattan,0.7921052631578946
10,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.3926282051282052,5,euclidean,0.872241117244227
10,KNN_adaptive,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.44190705128205127,11,euclidean,0.8571467850652251
10,KNN_cosine,0.6710526315789473,0.6277511961722488,0.6710526315789473,0.6282372598162071,0.40705128205128205,5,cosine,0.8358846856626824
11,KNN_k5_euclidean,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.43509615384615385,5,euclidean,0.9184210526315787
11,KNN_k5_manhattan,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.4783653846153846,5,manhattan,0.8368421052631578
11,KNN_k5_weighted,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.4455128205128205,5,euclidean,0.9188008643193811
11,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.43589743589743596,11,euclidean,0.8825523624750957
11,KNN_cosine,0.5394736842105263,0.47955133735979305,0.5394736842105263,0.5046755759378022,0.4126602564102564,5,cosine,0.7902950414564941
12,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4759615384615385,5,euclidean,0.9578947368421052
12,KNN_k5_manhattan,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.6514423076923077,5,manhattan,0.8763157894736842
12,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.48397435897435903,5,euclidean,0.9579976989209597
12,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5376602564102564,11,euclidean,0.9544980266725075
12,KNN_cosine,0.5921052631578947,0.5100478468899522,0.5921052631578947,0.539014202172097,0.5504807692307692,5,cosine,0.8039774921315259
13,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.47596153846153844,5,euclidean,0.9684210526315788
13,KNN_k5_manhattan,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.5132211538461539,5,manhattan,0.9236842105263158
13,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.469951923076923,5,euclidean,0.968493622188214
13,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.43269230769230765,11,euclidean,0.9688419049534932
13,KNN_cosine,0.6052631578947368,0.5192982456140351,0.6052631578947368,0.547410400377814,0.4222756410256411,5,cosine,0.8687286110403898
14,KNN_k5_euclidean,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.5713141025641025,5,euclidean,0.8789473684210524
14,KNN_k5_manhattan,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.5625,5,manhattan,0.8263157894736842
14,KNN_k5_weighted,0.6578947368421053,0.46230440967283076,0.6578947368421053,0.5430242272347535,0.5753205128205128,5,euclidean,0.87989652328407
14,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5993589743589743,11,euclidean,0.8759106584539699
14,KNN_cosine,0.6578947368421053,0.6126644736842105,0.6578947368421053,0.6185722928009679,0.5625,5,cosine,0.7994780713892645
15,KNN_k5_euclidean,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.6266025641025642,5,euclidean,0.9157894736842105
15,KNN_k5_manhattan,0.6842105263157895,0.6330409356725145,0.6842105263157895,0.5968954644676207,0.6065705128205128,5,manhattan,0.8552631578947366
15,KNN_k5_weighted,0.6710526315789473,0.4652631578947368,0.6710526315789473,0.5495234148363034,0.6298076923076924,5,euclidean,0.91539424683766
15,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.6033653846153846,11,euclidean,0.9242428164302529
15,KNN_cosine,0.6973684210526315,0.6669856459330143,0.6973684210526315,0.6579782790309107,0.6434294871794871,5,cosine,0.8320416285804292
16,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5528846153846154,5,euclidean,0.8921052631578945
16,KNN_k5_manhattan,0.6973684210526315,0.6663397624496024,0.6973684210526315,0.6356480377162581,0.6274038461538461,5,manhattan,0.8368421052631578
16,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5576923076923077,5,euclidean,0.8918926241934017
16,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.6282051282051282,11,euclidean,0.8980777743359273
16,KNN_cosine,0.6842105263157895,0.6408668730650156,0.6842105263157895,0.6263157894736843,0.7147435897435896,5,cosine,0.8252987387385123
17,KNN_k5_euclidean,0.7105263157894737,0.7965860597439545,0.7105263157894737,0.6133281922755607,0.43269230769230765,5,euclidean,0.8684210526315788
17,KNN_k5_manhattan,0.6578947368421053,0.574436090225564,0.6578947368421053,0.5805004314063849,0.483974358974359,5,manhattan,0.8157894736842104
17,KNN_k5_weighted,0.7105263157894737,0.7965860597439545,0.7105263157894737,0.6133281922755607,0.42748397435897434,5,euclidean,0.8686740799777987
17,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4483173076923077,11,euclidean,0.8393634470036974
17,KNN_cosine,0.6447368421052632,0.575019638648861,0.6447368421052632,0.5863857504724377,0.47235576923076916,5,cosine,0.8007052963990199
18,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4839743589743589,5,euclidean,0.9789473684210526
18,KNN_k5_manhattan,0.6842105263157895,0.6294452347083926,0.6842105263157895,0.5781762097551572,0.5328525641025641,5,manhattan,0.8842105263157893
18,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4839743589743589,5,euclidean,0.9789057337528642
18,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.47195512820512814,11,euclidean,0.9618938699149185
18,KNN_cosine,0.618421052631579,0.5012531328320802,0.618421052631579,0.540599699729195,0.5060096153846153,5,cosine,0.8557118797879039
19,KNN_k5_euclidean,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4723557692307693,5,euclidean,0.9815789473684212
19,KNN_k5_manhattan,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.5697115384615383,5,manhattan,0.9447368421052631
19,KNN_k5_weighted,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4723557692307693,5,euclidean,0.9815027560370767
19,KNN_adaptive,0.6842105263157895,0.46814404432132967,0.6842105263157895,0.555921052631579,0.4487179487179487,11,euclidean,0.9810127481967159
19,KNN_cosine,0.618421052631579,0.5012531328320802,0.618421052631579,0.540599699729195,0.4294871794871795,5,cosine,0.8130164193367293
