iteration,model_name,accuracy,precision,recall,f1_score,auc_roc,oob_score,max_depth_used
0,RandomForest,0.6052631578947368,0.5834845735027224,0.6052631578947368,0.5786943319838057,0.6021739130434783,0.6744186046511628,9.5
0,ExtraTrees,0.5921052631578947,0.5612597066436584,0.5921052631578947,0.5527135595999344,0.5876811594202899,0.7375415282392026,10.0
0,RF_Deeper,0.5921052631578947,0.5568729516097937,0.5921052631578947,0.5432832133673205,0.6097826086956522,0.6843853820598007,10.2
1,RandomForest,0.5789473684210527,0.540140674266311,0.5789473684210527,0.5335814283182705,0.601449275362319,0.6677740863787376,9.8
1,ExtraTrees,0.6447368421052632,0.6422892896577107,0.6447368421052632,0.5928251743399369,0.577536231884058,0.7375415282392026,10.0
1,RF_Deeper,0.5921052631578947,0.5244625648628614,0.5921052631578947,0.4900070689544374,0.6061594202898553,0.6877076411960132,12.0
2,RandomForest,0.4868421052631579,0.43141627748333944,0.4868421052631579,0.4476403775395937,0.5239130434782608,0.6677740863787376,9.9
2,ExtraTrees,0.618421052631579,0.600646352723915,0.618421052631579,0.5959663374803167,0.5652173913043479,0.7109634551495017,10.0
2,RF_Deeper,0.5657894736842105,0.5250215703192407,0.5657894736842105,0.5238563698967044,0.5423913043478261,0.6777408637873754,11.2
3,RandomForest,0.5921052631578947,0.5653303248150285,0.5921052631578947,0.56094491548019,0.5442028985507246,0.6511627906976745,9.8
3,ExtraTrees,0.5526315789473685,0.5187537810042347,0.5526315789473685,0.5225202429149798,0.49492753623188407,0.6943521594684385,10.0
3,RF_Deeper,0.5789473684210527,0.5459429824561404,0.5789473684210527,0.5426795043391909,0.523550724637681,0.6578073089700996,12.2
4,RandomForest,0.5526315789473685,0.5369433198380567,0.5526315789473685,0.5414727294426541,0.5637681159420289,0.6478405315614618,9.7
4,ExtraTrees,0.5789473684210527,0.5459429824561404,0.5789473684210527,0.5426795043391909,0.5666666666666667,0.7308970099667774,10.0
4,RF_Deeper,0.6052631578947368,0.5756578947368421,0.6052631578947368,0.5529733424470266,0.5688405797101449,0.6777408637873754,11.1
5,RandomForest,0.5526315789473685,0.4760765550239235,0.5526315789473685,0.4807330827067669,0.6021739130434782,0.6611295681063123,9.7
5,ExtraTrees,0.6052631578947368,0.5807017543859649,0.6052631578947368,0.5712620353179915,0.5884057971014494,0.7574750830564784,10.0
5,RF_Deeper,0.5526315789473685,0.4760765550239235,0.5526315789473685,0.4807330827067669,0.5699275362318841,0.6578073089700996,11.9
6,RandomForest,0.5657894736842105,0.492930086410055,0.5657894736842105,0.48923363548421767,0.5557971014492754,0.707641196013289,9.9
6,ExtraTrees,0.6052631578947368,0.5733652312599681,0.6052631578947368,0.5418233082706766,0.5942028985507246,0.7275747508305648,10.0
6,RF_Deeper,0.5921052631578947,0.5244625648628614,0.5921052631578947,0.4900070689544374,0.5778985507246376,0.6976744186046512,11.9
7,RandomForest,0.5921052631578947,0.5568729516097937,0.5921052631578947,0.5432832133673205,0.6539855072463768,0.6710963455149501,9.8
7,ExtraTrees,0.5394736842105263,0.48878343399482316,0.5394736842105263,0.49499918019347433,0.6014492753623188,0.7375415282392026,10.0
7,RF_Deeper,0.618421052631579,0.5970923813029076,0.618421052631579,0.5626640761428952,0.675,0.6777408637873754,11.2
8,RandomForest,0.5394736842105263,0.5313879937940088,0.5394736842105263,0.5346260387811634,0.5369565217391304,0.6710963455149501,9.6
8,ExtraTrees,0.5657894736842105,0.5534571723426213,0.5657894736842105,0.5572436245252306,0.5492753623188407,0.707641196013289,10.0
8,RF_Deeper,0.5394736842105263,0.5257997936016511,0.5394736842105263,0.530409904799487,0.5489130434782609,0.6677740863787376,10.8
9,RandomForest,0.6052631578947368,0.5807017543859649,0.6052631578947368,0.5712620353179915,0.5985507246376812,0.6677740863787376,10.0
9,ExtraTrees,0.5921052631578947,0.5612597066436584,0.5921052631578947,0.5527135595999344,0.5898550724637681,0.7475083056478405,10.0
9,RF_Deeper,0.5921052631578947,0.5692520775623268,0.5921052631578947,0.5681019469617178,0.6057971014492755,0.6710963455149501,11.9
10,RandomForest,0.5789473684210527,0.555921052631579,0.5789473684210527,0.5574819401444788,0.5608695652173913,0.6777408637873754,9.9
10,ExtraTrees,0.5789473684210527,0.5511191772534785,0.5789473684210527,0.5506072874493927,0.5456521739130435,0.7109634551495017,10.0
10,RF_Deeper,0.5657894736842105,0.5318518129821064,0.5657894736842105,0.5326187809950408,0.5634057971014492,0.6677740863787376,12.3
11,RandomForest,0.631578947368421,0.6154605263157895,0.631578947368421,0.5998445662967921,0.6673913043478261,0.707641196013289,9.8
11,ExtraTrees,0.6973684210526315,0.7062122519413286,0.6973684210526315,0.6681423184128544,0.7065217391304347,0.7508305647840532,10.0
11,RF_Deeper,0.6052631578947368,0.5712074303405573,0.6052631578947368,0.5290858725761772,0.6804347826086956,0.7142857142857143,11.4
12,RandomForest,0.6052631578947368,0.5931174089068826,0.6052631578947368,0.5954171142141067,0.6,0.6411960132890365,9.6
12,ExtraTrees,0.5263157894736842,0.5149797570850202,0.5263157894736842,0.519266917293233,0.4971014492753623,0.7242524916943521,10.0
12,RF_Deeper,0.631578947368421,0.6170112781954886,0.631578947368421,0.6127966976264191,0.6054347826086957,0.6810631229235881,12.1
13,RandomForest,0.5131578947368421,0.4369577790630423,0.5131578947368421,0.454886415954544,0.5847826086956522,0.6710963455149501,9.6
13,ExtraTrees,0.5789473684210527,0.5511191772534785,0.5789473684210527,0.5506072874493927,0.5615942028985508,0.717607973421927,10.0
13,RF_Deeper,0.5657894736842105,0.5066985645933014,0.5657894736842105,0.5023418797488116,0.577536231884058,0.6644518272425249,10.7
14,RandomForest,0.5789473684210527,0.5511191772534785,0.5789473684210527,0.5506072874493927,0.5891304347826086,0.6976744186046512,9.2
14,ExtraTrees,0.5921052631578947,0.5692520775623268,0.5921052631578947,0.5681019469617178,0.5840579710144927,0.7441860465116279,10.0
14,RF_Deeper,0.6052631578947368,0.5834845735027224,0.6052631578947368,0.5786943319838057,0.5927536231884059,0.6877076411960132,10.4
15,RandomForest,0.5789473684210527,0.5459429824561404,0.5789473684210527,0.5426795043391909,0.5528985507246378,0.6910299003322259,9.9
15,ExtraTrees,0.5921052631578947,0.5518954729481046,0.5921052631578947,0.5325029779458534,0.558695652173913,0.7142857142857143,10.0
15,RF_Deeper,0.6052631578947368,0.5780984719864177,0.6052631578947368,0.5627325890483785,0.5786231884057971,0.6843853820598007,11.1
16,RandomForest,0.4868421052631579,0.4627390872587539,0.4868421052631579,0.471096265535193,0.5434782608695652,0.7009966777408638,9.5
16,ExtraTrees,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.6052631578947368,0.5644927536231884,0.717607973421927,10.0
16,RF_Deeper,0.4605263157894737,0.39793776565041716,0.4605263157894737,0.41931424305444465,0.49927536231884057,0.7043189368770764,10.5
17,RandomForest,0.6578947368421053,0.6540140674266312,0.6578947368421053,0.6210349105085948,0.6753623188405797,0.7109634551495017,9.9
17,ExtraTrees,0.6447368421052632,0.6337359792924935,0.6447368421052632,0.6104279390063945,0.6833333333333333,0.760797342192691,10.0
17,RF_Deeper,0.631578947368421,0.6180098684210527,0.631578947368421,0.5827751196172248,0.697463768115942,0.7043189368770764,11.7
18,RandomForest,0.6052631578947368,0.5756578947368421,0.6052631578947368,0.5529733424470266,0.6376811594202898,0.6877076411960132,9.6
18,ExtraTrees,0.6447368421052632,0.6322873484808732,0.6447368421052632,0.6175971844504878,0.6536231884057971,0.7574750830564784,10.0
18,RF_Deeper,0.618421052631579,0.5987169416077508,0.618421052631579,0.5511447099709792,0.6445652173913043,0.6943521594684385,11.1
19,RandomForest,0.5394736842105263,0.5313879937940088,0.5394736842105263,0.5346260387811634,0.5130434782608695,0.6744186046511628,9.8
19,ExtraTrees,0.5789473684210527,0.5650303643724697,0.5789473684210527,0.5684449218283805,0.5971014492753624,0.717607973421927,10.0
19,RF_Deeper,0.5131578947368421,0.4981424148606811,0.5131578947368421,0.5035761850737434,0.5213768115942028,0.6644518272425249,11.1
